fish_id,site_id,year,day,month,location,fish_num,species,length,height,Lep_cope,chalA,chalB,Lep_PAmale,Lep_PAfemale,Lep_male,Lep_nongravid,Lep_gravid,Caligus_cope,Caligus_mot,Caligus_gravid,unid_cope,chal_unid,unid_PA,unid_adult,chal_scar,pred_scar,mot_scar,hem,mateguarding,eroded_gill,white_eye,blue_blotches,pinched_belly,scales,comments
1,1,2001,12,6,Burdwood,,pink,50,,,2,,,,,0,,,,,,,,,,,,,,,NA,,,,
2,1,2001,12,6,Burdwood,,pink,50,,,,,,,,0,,,,,,,3,,,,,,,,NA,,,,
3,1,2001,12,6,Burdwood,,pink,50,,,2,2,,,,0,,,,,,,,,,,,,,,NA,,,,
4,1,2001,12,6,Burdwood,,pink,53,,,1,,,,,0,,,,,,,1,,,,,,,,NA,,,,
5,1,2001,12,6,Burdwood,,pink,54,,,3,2,,,,0,,,,,,,1,,,,,,,,NA,,,,
6,1,2001,12,6,Burdwood,,pink,54,,,4,,,,,0,,,,,,,1,,,,,,,,NA,,,,
7,1,2001,12,6,Burdwood,,pink,55,,,3,,,,,0,,,,,,,,,,,,,,,NA,,,,
8,1,2001,12,6,Burdwood,,pink,55,,,5,,,,,0,,,,,,,,,,,,,,,NA,,,,
9,1,2001,12,6,Burdwood,,pink,55,,,,,,,,0,,,,,,,,1,,,,,,,NA,,,,
10,1,2001,12,6,Burdwood,,pink,55,,,5,2,,,,0,,,,,,,,,,,,,,,NA,,,,
11,1,2001,12,6,Burdwood,,pink,55,,,5,,,,,0,,,,,,,1,,,,,,,,NA,,,,
12,1,2001,12,6,Burdwood,,pink,55,,,5,2,,,,0,,,,,,,,,,,,,,,NA,,,,
13,1,2001,12,6,Burdwood,,pink,55,,,3,,,,,0,,,,,,,,,,,,,,,NA,,,,
14,1,2001,12,6,Burdwood,,pink,57,,,2,13,,,,0,,,,,,,1,2,,,,,,,NA,,,,
15,1,2001,12,6,Burdwood,,pink,58,,,7,,,,,0,,,,,,,1,,,,,,,,NA,,,,
16,1,2001,12,6,Burdwood,,pink,58,,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17,1,2001,12,6,Burdwood,,pink,60,,,2,,,,,0,,,,,,,1,,,,,,,,NA,,,,
18,1,2001,12,6,Burdwood,,pink,60,,,12,,,,,0,,,,,,,3,,,,,,,,NA,,,,
19,2,2001,13,6,Wicklow,,pink,45,,,9,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
20,2,2001,13,6,Wicklow,,pink,53,,,1,,,,,0,,,,,,,1,,,,,,,,NA,,,,
21,2,2001,13,6,Wicklow,,pink,54,,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
22,2,2001,13,6,Wicklow,,pink,56,,,6,,,,,0,,,,,,,3,,,,,,,,NA,,,,
23,2,2001,13,6,Wicklow,,pink,56,,,4,,,,,0,,,,,,,1,,,,,,,,NA,,,,
24,2,2001,13,6,Wicklow,,pink,56,,,1,,,,,0,,,,,,,2,,,,,,,,NA,,,,
25,2,2001,13,6,Wicklow,,pink,56,,,2,,,,,0,,,,,,,1,,,,,,,,NA,,,,
26,2,2001,13,6,Wicklow,,pink,57,,,6,,,,,0,,,,,,,1,,,,,,,,NA,,,,
27,2,2001,13,6,Wicklow,,pink,58,,,12,3,,,,0,,,,,,,3,,,,,,,,NA,,,,
28,2,2001,13,6,Wicklow,,pink,62,,,2,,,,,0,,,,,,,4,,,,,,,,NA,,,,
29,3,2001,16,6,Glacier,,pink,37,,,7,,,,,0,,,,,,,,,,,,,,,NA,,,,
30,3,2001,16,6,Glacier,,pink,39,,,1,6,,,,0,,,,,,,2,,,,,,,,NA,,,,
31,3,2001,16,6,Glacier,,pink,42,,,,2,,,,0,,,,,,,,1,,,,,,,NA,,,,
32,3,2001,16,6,Glacier,,pink,42,,,4,3,,,,0,,,,,,,2,1,,,,,,,NA,,,,
33,3,2001,16,6,Glacier,,pink,43,,,1,4,,,,0,,,,,,,7,2,,,,,,,NA,,,,
34,3,2001,16,6,Glacier,,pink,45,,,3,,,,,0,,,,,,,,,,,,,,,NA,,,,
35,3,2001,16,6,Glacier,,pink,45,,,5,,,,,0,,,,,,,,,,,,,,,NA,,,,
36,3,2001,16,6,Glacier,,pink,47,,,5,5,,,,0,,,,,,,4,,,,,,,,NA,,,,
37,3,2001,16,6,Glacier,,pink,47,,,2,,,,,0,,,,,,,2,,,,,,,,NA,,,,
38,3,2001,16,6,Glacier,,pink,47,,,4,,,,,0,,,,,,,,,,,,,,,NA,,,,
39,3,2001,16,6,Glacier,,pink,48,,,,4,,,,0,,,,,,,1,,,,,,,,NA,,,,
40,3,2001,16,6,Glacier,,pink,49,,,4,,,,,0,,,,,,,,1,,,,,,,NA,,,,
41,3,2001,16,6,Glacier,,pink,49,,,,2,,,,0,,,,,,,2,1,,,,,,,NA,,,,
42,3,2001,16,6,Glacier,,pink,50,,,8,6,,,,0,,,,,,,1,,,,,,,,NA,,,,
43,3,2001,16,6,Glacier,,pink,50,,,9,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
44,3,2001,16,6,Glacier,,pink,50,,,2,3,,,,0,,,,,,,2,,,,,,,,NA,,,,
45,3,2001,16,6,Glacier,,pink,50,,,1,4,,,,0,,,,,,,2,1,,,,,,,NA,,,,
46,3,2001,16,6,Glacier,,pink,50,,,23,2,,,,0,,,,,,,,,,,,,,,NA,,,,
47,3,2001,16,6,Glacier,,pink,50,,,5,1,,,,0,,,,,,,3,,,,,,,,NA,,,,
48,3,2001,16,6,Glacier,,pink,50,,,15,9,,,,0,,,,,,,1,,,,,,,,NA,,,,
49,3,2001,16,6,Glacier,,pink,50,,,7,,,,,0,,,,,,,1,,,,,,,,NA,,,,
50,3,2001,16,6,Glacier,,pink,50,,,11,2,,,,0,,,,,,,2,,,,,,,,NA,,,,
51,3,2001,16,6,Glacier,,pink,52,,,11,2,,,,0,,,,,,,8,,,,,,,,NA,,,,
52,3,2001,16,6,Glacier,,pink,52,,,,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
53,3,2001,16,6,Glacier,,pink,52,,,1,4,,,,0,,,,,,,2,2,,,,,,,NA,,,,
54,3,2001,16,6,Glacier,,pink,52,,,2,24,,,,0,,,,,,,4,,,,,,,,NA,,,,
55,3,2001,16,6,Glacier,,pink,52,,,1,7,,,,0,,,,,,,1,,,,,,,,NA,,,,
56,3,2001,16,6,Glacier,,pink,52,,,5,4,,,,0,,,,,,,4,,,,,,,,NA,,,,
57,3,2001,16,6,Glacier,,pink,52,,,5,1,,,,0,,,,,,,4,,,,,,,,NA,,,,
58,3,2001,16,6,Glacier,,pink,52,,,1,8,,,,0,,,,,,,7,,,,,,,,NA,,,,
59,3,2001,16,6,Glacier,,pink,52,,,7,14,,,,0,,,,,,,3,,,,,,,,NA,,,,
60,3,2001,16,6,Glacier,,pink,52,,,5,8,,,,0,,,,,,,1,2,,,,,,,NA,,,,
61,3,2001,16,6,Glacier,,pink,53,,,12,9,,,,0,,,,,,,1,,,,,,,,NA,,,,
62,3,2001,16,6,Glacier,,pink,53,,,11,2,,,,0,,,,,,,2,,,,,,,,NA,,,,
63,3,2001,16,6,Glacier,,pink,54,,,,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
64,3,2001,16,6,Glacier,,pink,54,,,1,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
65,3,2001,16,6,Glacier,,pink,54,,,3,1,,,,0,,,,,,,5,1,,,,,,,NA,,,,
66,3,2001,16,6,Glacier,,pink,54,,,6,2,,,,0,,,,,,,,,,,,,,,NA,,,,
67,3,2001,16,6,Glacier,,pink,54,,,13,1,,,,0,,,,,,,,,,,,,,,NA,,,,
68,3,2001,16,6,Glacier,,pink,55,,,17,2,,,,0,,,,,,,8,,,,,,,,NA,,,,
69,3,2001,16,6,Glacier,,pink,55,,,1,3,,,,0,,,,,,,1,1,,,,,,,NA,,,,
70,3,2001,16,6,Glacier,,pink,55,,,9,2,,,,0,,,,,,,,1,,,,,,,NA,,,,
71,3,2001,16,6,Glacier,,pink,55,,,14,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
72,3,2001,16,6,Glacier,,pink,55,,,4,,,,,0,,,,,,,5,1,,,,,,,NA,,,,
73,3,2001,16,6,Glacier,,pink,55,,,5,7,,,,0,,,,,,,1,,,,,,,,NA,,,,
74,3,2001,16,6,Glacier,,pink,55,,,7,,,,,0,,,,,,,2,,,,,,,,NA,,,,
75,3,2001,16,6,Glacier,,pink,55,,,2,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
76,3,2001,16,6,Glacier,,pink,55,,,2,7,,,,0,,,,,,,,2,,,,,,,NA,,,,
77,3,2001,16,6,Glacier,,pink,56,,,,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
78,3,2001,16,6,Glacier,,pink,56,,,3,2,,,,0,,,,,,,1,,,,,,,,NA,,,,
79,3,2001,16,6,Glacier,,pink,57,,,7,3,,,,0,,,,,,,1,,,,,,,,NA,,,,
80,3,2001,16,6,Glacier,,pink,57,,,7,2,,,,0,,,,,,,7,,,,,,,,NA,,,,
81,3,2001,16,6,Glacier,,pink,57,,,,3,,,,0,,,,,,,1,,,,,,,,NA,,,,
82,3,2001,16,6,Glacier,,pink,57,,,4,1,,,,0,,,,,,,2,,,,,,,,NA,,,,
83,3,2001,16,6,Glacier,,pink,58,,,1,34,,,,0,,,,,,,1,,,,,,,,NA,,,,
84,3,2001,16,6,Glacier,,pink,58,,,2,7,,,,0,,,,,,,1,,,,,,,,NA,,,,
85,3,2001,16,6,Glacier,,pink,58,,,4,1,,,,0,,,,,,,1,1,,,,,,,NA,,,,
86,3,2001,16,6,Glacier,,pink,58,,,4,2,,,,0,,,,,,,1,3,,,,,,,NA,,,,
87,3,2001,16,6,Glacier,,pink,58,,,5,,,,,0,,,,,,,1,,,,,,,,NA,,,,
88,3,2001,16,6,Glacier,,pink,59,,,2,,,,,0,,,,,,,,,,,,,,,NA,,,,
89,3,2001,16,6,Glacier,,pink,60,,,,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
90,3,2001,16,6,Glacier,,pink,60,,,5,7,,,,0,,,,,,,3,,,,,,,,NA,,,,
91,3,2001,16,6,Glacier,,pink,60,,,6,3,,,,0,,,,,,,1,,,,,,,,NA,,,,
92,3,2001,16,6,Glacier,,pink,60,,,5,,,,,0,,,,,,,1,,,,,,,,NA,,,,
93,3,2001,16,6,Glacier,,pink,60,,,5,,,,,0,,,,,,,,,,,,,,,NA,,,,
94,3,2001,16,6,Glacier,,pink,60,,,6,,,,,0,,,,,,,1,,,,,,,,NA,,,,
95,3,2001,16,6,Glacier,,pink,60,,,12,,,,,0,,,,,,,3,,,,,,,,NA,,,,
96,3,2001,16,6,Glacier,,pink,61,,,8,2,,,,0,,,,,,,,2,,,,,,,NA,,,,
97,3,2001,16,6,Glacier,,pink,61,,,7,2,,,,0,,,,,,,1,,,,,,,,NA,,,,
98,3,2001,16,6,Glacier,,pink,61,,,12,1,,,,0,,,,,,,1,1,,,,,,,NA,,,,
99,3,2001,16,6,Glacier,,pink,62,,,2,3,,,,0,,,,,,,,,,,,,,,NA,,,,
100,3,2001,16,6,Glacier,,pink,62,,,18,1,,,,0,,,,,,,1,1,,,,,,,NA,,,,
101,3,2001,16,6,Glacier,,pink,62,,,7,1,,,,0,,,,,,,2,,,,,,,,NA,,,,
102,3,2001,16,6,Glacier,,pink,63,,,5,15,,,,0,,,,,,,2,,,,,,,,NA,,,,
103,3,2001,16,6,Glacier,,pink,65,,,2,1,,,,0,,,,,,,,,,,,,,,NA,,,,
104,3,2001,16,6,Glacier,,pink,65,,,2,1,,,,0,,,,,,,1,1,,,,,,,NA,,,,
105,3,2001,16,6,Glacier,,pink,67,,,1,,,,,0,,,,,,,4,,,,,,,,NA,,,,
106,4,2001,23,6,Burdwood,,pink,55,,,4,7,,,,0,,,,,,,7,2,,,,,,,NA,,,,
107,4,2001,23,6,Burdwood,,pink,55,,,6,1,,,,0,,,,,,,14,1,,,,,,,NA,,,,
108,4,2001,23,6,Burdwood,,pink,55,,,17,26,,,,0,,,,,,,4,1,,,,,,,NA,,,,
109,4,2001,23,6,Burdwood,,pink,55,,,9,15,,,,0,,,,,,,1,3,,,,,,,NA,,,,
110,4,2001,23,6,Burdwood,,pink,57,,,1,1,,,,0,,,,,,,,2,,,,,,,NA,,,,
111,4,2001,23,6,Burdwood,,pink,60,,,17,2,,,,0,,,,,,,4,4,,,,,,,NA,,,,
112,4,2001,23,6,Burdwood,,pink,60,,,14,14,,,,0,,,,,,,5,4,,,,,,,NA,,,,
113,4,2001,23,6,Burdwood,,pink,60,,,14,12,,,,0,,,,,,,5,2,,,,,,,NA,,,,
114,4,2001,23,6,Burdwood,,pink,60,,,7,5,,,,0,,,,,,,3,2,,,,,,,NA,,,,
115,4,2001,23,6,Burdwood,,pink,61,,,6,2,,,,0,,,,,,,,,,,,,,,NA,,,,
116,4,2001,23,6,Burdwood,,pink,71,,,,,,,,0,,,,,,,7,,,,,,,,NA,,,,
117,5,2001,24,6,Burdwood,,pink,47,,,16,,,,,0,,,,,,,1,4,,,,,,,NA,,,,
118,5,2001,24,6,Burdwood,,pink,50,,,6,,,,,0,,,,,,,,,,,,,,,NA,,,,
119,5,2001,24,6,Burdwood,,pink,50,,,4,,,,,0,,,,,,,,,,,,,,,NA,,,,
120,5,2001,24,6,Burdwood,,pink,53,,,4,3,,,,0,,,,,,,1,3,,,,,,,NA,,,,
121,5,2001,24,6,Burdwood,,pink,57,,,14,5,,,,0,,,,,,,2,,,,,,,,NA,,,,
122,5,2001,24,6,Burdwood,,pink,60,,,6,3,,,,0,,,,,,,6,3,,,,,,,NA,,,,
123,5,2001,24,6,Burdwood,,pink,60,,,2,,,,,0,,,,,,,1,4,,,,,,,NA,,,,
124,5,2001,24,6,Burdwood,,pink,61,,,11,6,,,,0,,,,,,,3,1,,,,,,,NA,,,,
125,5,2001,24,6,Burdwood,,pink,62,,,4,3,,,,0,,,,,,,18,1,,,,,,,NA,,,,
126,5,2001,24,6,Burdwood,,pink,63,,,7,7,,,,0,,,,,,,1,2,,,,,,,NA,,,,
127,5,2001,24,6,Burdwood,,pink,63,,,2,2,,,,0,,,,,,,4,3,,,,,,,NA,,,,
128,5,2001,24,6,Burdwood,,pink,66,,,2,8,,,,0,,,,,,,17,1,,,,,,,NA,,,,
129,6,2001,25,6,Burdwood,,pink,47,,,1,1,,,,0,,,,,,,,,,,,,,,NA,,,,
130,6,2001,25,6,Burdwood,,pink,48,,,2,2,,,,0,,,,,,,,,,,,,,,NA,,,,
131,6,2001,25,6,Burdwood,,pink,49,,,2,,,,,0,,,,,,,1,,,,,,,,NA,,,,
132,6,2001,25,6,Burdwood,,pink,50,,,2,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
133,6,2001,25,6,Burdwood,,pink,60,,,1,3,,,,0,,,,,,,1,1,,,,,,,NA,,,,
134,7,2001,26,6,Glacier,,pink,60,,,2,19,,,,0,,,,,,,3,2,,,,,,,NA,,,,
135,7,2001,26,6,Glacier,,pink,60,,,7,5,,,,0,,,,,,,16,1,,,,,,,NA,,,,
136,7,2001,26,6,Glacier,,pink,60,,,8,6,,,,0,,,,,,,6,2,,,,,,,NA,,,,
137,7,2001,26,6,Glacier,,pink,62,,,9,2,,,,0,,,,,,,7,1,,,,,,,NA,,,,
138,7,2001,26,6,Glacier,,pink,62,,,2,7,,,,0,,,,,,,5,3,,,,,,,NA,,,,
139,7,2001,26,6,Glacier,,pink,65,,,,,,,,0,,,,,,,6,1,,,,,,,NA,,,,
140,7,2001,26,6,Glacier,,pink,67,,,22,1,,,,0,,,,,,,2,4,,,,,,,NA,,,,
141,7,2001,26,6,Glacier,,pink,69,,,3,12,,,,0,,,,,,,12,3,,,,,,,NA,,,,
142,8,2001,28,6,Glacier,,pink,32,,,,6,,,,0,,,,,,,1,,,,,,,,NA,,,,
143,8,2001,28,6,Glacier,,pink,34,,,2,1,,,,0,,,,,,,,,,,,,,,NA,,,,
144,8,2001,28,6,Glacier,,pink,47,,,1,3,,,,0,,,,,,,,3,,,,,,,NA,,,,
145,8,2001,28,6,Glacier,,pink,50,,,25,17,,,,0,,,,,,,1,1,,,,,,,NA,,,,
146,8,2001,28,6,Glacier,,pink,52,,,12,3,,,,0,,,,,,,2,,,,,,,,NA,,,,
147,8,2001,28,6,Glacier,,pink,53,,,13,,,,,0,,,,,,,3,,,,,,,,NA,,,,
148,8,2001,28,6,Glacier,,pink,53,,,6,3,,,,0,,,,,,,3,,,,,,,,NA,,,,
149,8,2001,28,6,Glacier,,pink,54,,,9,3,,,,0,,,,,,,,,,,,,,,NA,,,,
150,8,2001,28,6,Glacier,,pink,54,,,3,1,,,,0,,,,,,,3,,,,,,,,NA,,,,
151,8,2001,28,6,Glacier,,pink,54,,,13,2,,,,0,,,,,,,1,1,,,,,,,NA,,,,
152,8,2001,28,6,Glacier,,pink,55,,,6,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
153,8,2001,28,6,Glacier,,pink,55,,,22,2,,,,0,,,,,,,5,2,,,,,,,NA,,,,
154,8,2001,28,6,Glacier,,pink,55,,,4,,,,,0,,,,,,,1,,,,,,,,NA,,,,
155,8,2001,28,6,Glacier,,pink,55,,,23,,,,,0,,,,,,,,,,,,,,,NA,,,,
156,8,2001,28,6,Glacier,,pink,56,,,14,,,,,0,,,,,,,,,,,,,,,NA,,,,
157,8,2001,28,6,Glacier,,pink,56,,,11,8,,,,0,,,,,,,,,,,,,,,NA,,,,
158,8,2001,28,6,Glacier,,pink,56,,,1,2,,,,0,,,,,,,1,1,,,,,,,NA,,,,
159,8,2001,28,6,Glacier,,pink,57,,,23,1,,,,0,,,,,,,1,2,,,,,,,NA,,,,
160,8,2001,28,6,Glacier,,pink,57,,,15,6,,,,0,,,,,,,6,,,,,,,,NA,,,,
161,8,2001,28,6,Glacier,,pink,57,,,2,2,,,,0,,,,,,,4,2,,,,,,,NA,,,,
162,8,2001,28,6,Glacier,,pink,57,,,3,,,,,0,,,,,,,,,,,,,,,NA,,,,
163,8,2001,28,6,Glacier,,pink,57,,,19,3,,,,0,,,,,,,2,1,,,,,,,NA,,,,
164,8,2001,28,6,Glacier,,pink,57,,,4,2,,,,0,,,,,,,5,,,,,,,,NA,,,,
165,8,2001,28,6,Glacier,,pink,57,,,3,1,,,,0,,,,,,,7,4,,,,,,,NA,,,,
166,8,2001,28,6,Glacier,,pink,57,,,16,,,,,0,,,,,,,2,,,,,,,,NA,,,,
167,8,2001,28,6,Glacier,,pink,57,,,11,3,,,,0,,,,,,,1,3,,,,,,,NA,,,,
168,8,2001,28,6,Glacier,,pink,57,,,25,,,,,0,,,,,,,8,,,,,,,,NA,,,,
169,8,2001,28,6,Glacier,,pink,57,,,24,1,,,,0,,,,,,,2,4,,,,,,,NA,,,,
170,8,2001,28,6,Glacier,,pink,58,,,11,7,,,,0,,,,,,,4,1,,,,,,,NA,,,,
171,8,2001,28,6,Glacier,,pink,58,,,6,8,,,,0,,,,,,,4,,,,,,,,NA,,,,
172,8,2001,28,6,Glacier,,pink,58,,,2,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
173,8,2001,28,6,Glacier,,pink,58,,,15,3,,,,0,,,,,,,2,1,,,,,,,NA,,,,
174,8,2001,28,6,Glacier,,pink,58,,,1,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
175,8,2001,28,6,Glacier,,pink,59,,,33,1,,,,0,,,,,,,8,1,,,,,,,NA,,,,
176,8,2001,28,6,Glacier,,pink,60,,,14,2,,,,0,,,,,,,3,2,,,,,,,NA,,,,
177,8,2001,28,6,Glacier,,pink,60,,,35,12,,,,0,,,,,,,2,6,,,,,,,NA,,,,
178,8,2001,28,6,Glacier,,pink,60,,,17,7,,,,0,,,,,,,4,1,,,,,,,NA,,,,
179,8,2001,28,6,Glacier,,pink,61,,,15,2,,,,0,,,,,,,1,2,,,,,,,NA,,,,
180,8,2001,28,6,Glacier,,pink,62,,,11,6,,,,0,,,,,,,4,3,,,,,,,NA,,,,
181,8,2001,28,6,Glacier,,pink,62,,,7,4,,,,0,,,,,,,5,4,,,,,,,NA,,,,
182,8,2001,28,6,Glacier,,pink,62,,,14,2,,,,0,,,,,,,2,,,,,,,,NA,,,,
183,8,2001,28,6,Glacier,,pink,62,,,,9,,,,0,,,,,,,1,2,,,,,,,NA,,,,
184,8,2001,28,6,Glacier,,pink,62,,,12,,,,,0,,,,,,,1,2,,,,,,,NA,,,,
185,8,2001,28,6,Glacier,,pink,63,,,4,,,,,0,,,,,,,1,,,,,,,,NA,,,,
186,8,2001,28,6,Glacier,,pink,63,,,1,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
187,8,2001,28,6,Glacier,,pink,63,,,25,2,,,,0,,,,,,,1,1,,,,,,,NA,,,,
188,8,2001,28,6,Glacier,,pink,63,,,7,3,,,,0,,,,,,,3,7,,,,,,,NA,,,,
189,8,2001,28,6,Glacier,,pink,63,,,9,6,,,,0,,,,,,,6,5,,,,,,,NA,,,,
190,8,2001,28,6,Glacier,,pink,64,,,25,1,,,,0,,,,,,,1,1,,,,,,,NA,,,,
191,8,2001,28,6,Glacier,,pink,64,,,35,3,,,,0,,,,,,,1,2,,,,,,,NA,,,,
192,8,2001,28,6,Glacier,,pink,64,,,8,,,,,0,,,,,,,3,2,,,,,,,NA,,,,
193,8,2001,28,6,Glacier,,pink,64,,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
194,8,2001,28,6,Glacier,,pink,64,,,1,1,,,,0,,,,,,,6,6,,,,,,,NA,,,,
195,8,2001,28,6,Glacier,,pink,64,,,9,2,,,,0,,,,,,,3,5,,,,,,,NA,,,,
196,8,2001,28,6,Glacier,,pink,65,,,3,,,,,0,,,,,,,,1,,,,,,,NA,,,,
197,8,2001,28,6,Glacier,,pink,65,,,6,,,,,0,,,,,,,1,,,,,,,,NA,,,,
198,8,2001,28,6,Glacier,,pink,65,,,21,9,,,,0,,,,,,,2,,,,,,,,NA,,,,
199,8,2001,28,6,Glacier,,pink,65,,,6,2,,,,0,,,,,,,1,1,,,,,,,NA,,,,
200,8,2001,28,6,Glacier,,pink,65,,,1,2,,,,0,,,,,,,3,1,,,,,,,NA,,,,
201,8,2001,28,6,Glacier,,pink,65,,,,2,,,,0,,,,,,,3,3,,,,,,,NA,,,,
202,8,2001,28,6,Glacier,,pink,65,,,5,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
203,8,2001,28,6,Glacier,,pink,65,,,3,4,,,,0,,,,,,,4,3,,,,,,,NA,,,,
204,8,2001,28,6,Glacier,,pink,66,,,26,2,,,,0,,,,,,,1,8,,,,,,,NA,,,,
205,8,2001,28,6,Glacier,,pink,66,,,3,,,,,0,,,,,,,,1,,,,,,,NA,,,,
206,8,2001,28,6,Glacier,,pink,67,,,2,,,,,0,,,,,,,1,,,,,,,,NA,,,,
207,8,2001,28,6,Glacier,,pink,67,,,,,,,,0,,,,,,,3,2,,,,,,,NA,,,,
208,8,2001,28,6,Glacier,,pink,67,,,2,7,,,,0,,,,,,,5,2,,,,,,,NA,,,,
209,8,2001,28,6,Glacier,,pink,67,,,49,2,,,,0,,,,,,,15,1,,,,,,,NA,,,,
210,8,2001,28,6,Glacier,,pink,69,,,6,2,,,,0,,,,,,,1,4,,,,,,,NA,,,,
211,8,2001,28,6,Glacier,,pink,70,,,45,1,,,,0,,,,,,,2,2,,,,,,,NA,,,,
212,8,2001,28,6,Glacier,,pink,70,,,6,3,,,,0,,,,,,,1,1,,,,,,,NA,,,,
213,8,2001,28,6,Glacier,,pink,70,,,7,2,,,,0,,,,,,,,2,,,,,,,NA,,,,
214,8,2001,28,6,Glacier,,pink,73,,,,,,,,0,,,,,,,5,2,,,,,,,NA,,,,
215,8,2001,28,6,Glacier,,pink,74,,,3,,,,,0,,,,,,,1,2,,,,,,,NA,,,,
216,8,2001,28,6,Glacier,,pink,75,,,9,1,,,,0,,,,,,,5,2,,,,,,,NA,,,,
217,8,2001,28,6,Glacier,,pink,75,,,4,1,,,,0,,,,,,,,1,,,,,,,NA,,,,
218,9,2001,29,6,Burdwood,,pink,57,,,,,,,,0,,,,,,,1,,,,,,,,NA,,,,
219,9,2001,29,6,Burdwood,,pink,61,,,4,1,,,,0,,,,,,,1,,,,,,,,NA,,,,
220,9,2001,29,6,Burdwood,,pink,62,,,7,1,,,,0,,,,,,,2,2,,,,,,,NA,,,,
221,9,2001,29,6,Burdwood,,pink,62,,,18,2,,,,0,,,,,,,2,3,,,,,,,NA,,,,
222,9,2001,29,6,Burdwood,,pink,63,,,2,,,,,0,,,,,,,2,4,,,,,,,NA,,,,
223,9,2001,29,6,Burdwood,,pink,63,,,1,,,,,0,,,,,,,,2,,,,,,,NA,,,,
224,9,2001,29,6,Burdwood,,pink,64,,,1,1,,,,0,,,,,,,2,5,,,,,,,NA,,,,
225,9,2001,29,6,Burdwood,,pink,64,,,2,1,,,,0,,,,,,,,,,,,,,,NA,,,,
226,9,2001,29,6,Burdwood,,pink,65,,,2,,,,,0,,,,,,,,1,,,,,,,NA,,,,
227,9,2001,29,6,Burdwood,,pink,65,,,1,1,,,,0,,,,,,,2,4,,,,,,,NA,,,,
228,9,2001,29,6,Burdwood,,pink,67,,,18,,,,,0,,,,,,,5,3,,,,,,,NA,,,,
229,9,2001,29,6,Burdwood,,pink,70,,,6,2,,,,0,,,,,,,,,,,,,,,NA,,,,
230,10,2001,30,6,Burdwood,,pink,57,,,2,4,,,,0,,,,,,,3,3,,,,,,,NA,,,,
231,10,2001,30,6,Burdwood,,pink,62,,,28,8,,,,0,,,,,,,1,,,,,,,,NA,,,,
232,10,2001,30,6,Burdwood,,pink,62,,,4,1,,,,0,,,,,,,3,3,,,,,,,NA,,,,
233,11,2001,13,7,Burdwood,,pink,64,,,1,,,,,0,,,,,,,2,1,,,,,,,NA,,,,
234,11,2001,13,7,Burdwood,,pink,75,,,7,,,,,0,,,,,,,2,,,,,,,,NA,,,,
235,12,2001,15,7,Glacier,,pink,54,,,,2,,,,0,,,,,,,2,,,,,,,,NA,,,,
236,13,2001,16,7,Burdwood,,pink,70,,,,,,,,0,,,,,,,8,12,,,,,,,NA,,,,
237,14,2001,29,7,Wicklow,,pink,53,,,,,,,,0,,,,,,,,3,,,,,,,NA,,,,
238,14,2001,29,7,Wicklow,,pink,65,,,,,,,,0,,,,,,,1,,,,,,,,NA,,,,
239,14,2001,29,7,Wicklow,,pink,67,,,,,,,,0,,,,,,,2,3,,,,,,,NA,,,,
240,14,2001,29,7,Wicklow,,pink,70,,,,,,,,0,,,,,,,1,3,,,,,,,NA,,,,
241,14,2001,29,7,Wicklow,,pink,72,,,,,,,,0,,,,,,,,2,,,,,,,NA,,,,
242,14,2001,29,7,Wicklow,,pink,75,,,,,,,,0,,,,,,,1,5,,,,,,,NA,,,,
243,14,2001,29,7,Wicklow,,pink,76,,,,,,,,0,,,,,,,,2,,,,,,,NA,,,,
244,14,2001,29,7,Wicklow,,pink,77,,,,,,,,0,,,,,,,,1,,,,,,,NA,,,,
245,14,2001,29,7,Wicklow,,pink,78,,,,,,,,0,,,,,,,,1,,,,,,,NA,,,,
246,14,2001,29,7,Wicklow,,pink,78,,,,,,,,0,,,,,,,,1,,,,,,,NA,,,,
247,14,2001,29,7,Wicklow,,pink,80,,,,,,,,0,,,,,,,,1,,,,,,,NA,,,,
248,14,2001,29,7,Wicklow,,pink,80,,,,,,,,0,,,,,,,,4,,,,,,,NA,,,,
249,14,2001,29,7,Wicklow,,pink,80,,,,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
250,14,2001,29,7,Wicklow,,pink,80,,,,,,,,0,,,,,,,1,1,,,,,,,NA,,,,
